,region,location,site,date,sampleID,tubeID,species,latDD,longDD,depthFt,depthM,depthZone,collection,rackID,n
174,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-002,S174,Stephanocoenia intersepta,25.14404833,-80.25258833,62,18.9,Shallow,Scuba,8,30
175,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-005,S175,Stephanocoenia intersepta,25.14404833,-80.25258833,64,19.5,Shallow,Scuba,8,30
176,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-006,S176,Stephanocoenia intersepta,25.14404833,-80.25258833,67,20.4,Shallow,Scuba,8,30
177,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-007,S177,Stephanocoenia intersepta,25.14404833,-80.25258833,61,18.6,Shallow,Scuba,8,30
178,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-009,S178,Stephanocoenia intersepta,25.14404833,-80.25258833,62,18.9,Shallow,Scuba,8,30
179,Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-011,S179,Stephanocoenia intersepta,25.14404833,-80.25258833,60,18.3,Shallow,Scuba,8,30
180,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-007,S180,Stephanocoenia intersepta,25.217545,-80.19341333,137,41.8,Mesophotic,Tech Dive,8,30
181,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-011,S181,Stephanocoenia intersepta,25.217545,-80.19341333,137,41.8,Mesophotic,Tech Dive,8,30
182,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-021,S182,Stephanocoenia intersepta,25.217545,-80.19341333,145,44.2,Mesophotic,Tech Dive,8,30
183,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-001,S183,Stephanocoenia intersepta,25.22056667,-80.200865,91,27.7,Shallow,Scuba,8,30
184,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-003,S184,Stephanocoenia intersepta,25.22056667,-80.200865,89,27.1,Shallow,Scuba,8,30
185,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-005,S185,Stephanocoenia intersepta,25.22056667,-80.200865,85,25.9,Shallow,Scuba,8,30
186,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-007,S186,Stephanocoenia intersepta,25.22056667,-80.200865,81,24.7,Shallow,Scuba,8,30
187,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-009,S187,Stephanocoenia intersepta,25.22056667,-80.200865,87,26.5,Shallow,Scuba,8,30
188,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-010,S188,Stephanocoenia intersepta,25.22056667,-80.200865,87,26.5,Shallow,Scuba,8,30
189,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-011,S189,Stephanocoenia intersepta,25.22056667,-80.200865,90,27.4,Shallow,Scuba,8,30
190,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-012,S190,Stephanocoenia intersepta,25.22056667,-80.200865,89,27.1,Shallow,Scuba,8,30
191,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-014,S191,Stephanocoenia intersepta,25.22056667,-80.200865,93,28.3,Shallow,Scuba,9,30
192,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-015,S192,Stephanocoenia intersepta,25.22056667,-80.200865,91,27.7,Shallow,Scuba,9,30
193,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-2-016,S193,Stephanocoenia intersepta,25.22056667,-80.200865,90,27.4,Shallow,Scuba,9,30
194,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-001,S194,Stephanocoenia intersepta,25.21752,-80.19336833,145,44.2,Mesophotic,Tech Dive,9,30
195,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-002,S195,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9,30
196,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-003,S196,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9,30
197,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-004,S197,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9,30
198,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-005,S198,Stephanocoenia intersepta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,9,30
199,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-006,S199,Stephanocoenia intersepta,25.21752,-80.19336833,147,44.8,Mesophotic,Tech Dive,9,30
200,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-007,S200,Stephanocoenia intersepta,25.21752,-80.19336833,147,44.8,Mesophotic,Tech Dive,9,30
201,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-008,S201,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9,30
202,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-009,S202,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9,30
203,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-010,S203,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9,30
204,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-011,S204,Stephanocoenia intersepta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,9,30
205,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-012,S205,Stephanocoenia intersepta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,9,30
206,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-013,S206,Stephanocoenia intersepta,25.21752,-80.19336833,142,43.3,Mesophotic,Tech Dive,9,30
207,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-014,S207,Stephanocoenia intersepta,25.21752,-80.19336833,145,44.2,Mesophotic,Tech Dive,9,30
208,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-015,S208,Stephanocoenia intersepta,25.21752,-80.19336833,146,44.5,Mesophotic,Tech Dive,9,30
209,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-016,S209,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9,30
210,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-017,S210,Stephanocoenia intersepta,25.21752,-80.19336833,144,43.9,Mesophotic,Tech Dive,9,30
211,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-018,S211,Stephanocoenia intersepta,25.21752,-80.19336833,143,43.6,Mesophotic,Tech Dive,9,30
212,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-019,S212,Stephanocoenia intersepta,25.21752,-80.19336833,140,42.7,Mesophotic,Tech Dive,9,30
213,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-020,S213,Stephanocoenia intersepta,25.21752,-80.19336833,139,42.4,Mesophotic,Tech Dive,9,30
214,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-021,S214,Stephanocoenia intersepta,25.21752,-80.19336833,137,41.8,Mesophotic,Tech Dive,9,30
215,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-022,S215,Stephanocoenia intersepta,25.21752,-80.19336833,141,43,Mesophotic,Tech Dive,9,30
216,Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-023,S216,Stephanocoenia intersepta,25.21752,-80.19336833,141,43,Mesophotic,Tech Dive,10,30
217,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-017,S217,Stephanocoenia intersepta,25.22036,-80.20094333,92,28,Shallow,Scuba,10,30
218,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-018,S218,Stephanocoenia intersepta,25.22036,-80.20094333,89,27.1,Shallow,Scuba,10,30
219,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-020,S219,Stephanocoenia intersepta,25.22036,-80.20094333,91,27.7,Shallow,Scuba,10,30
220,Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-022,S220,Stephanocoenia intersepta,25.22036,-80.20094333,84,25.6,Shallow,Scuba,10,30
