location,type,long,lat
FKNMS1,Sanctuary,-81.19291,24.55565
FKNMS1,Sanctuary,-81.19612,24.55472
FKNMS1,Sanctuary,-81.19932,24.55379
FKNMS1,Sanctuary,-81.20254,24.55286
FKNMS1,Sanctuary,-81.20575,24.55193
FKNMS1,Sanctuary,-81.20895,24.551
FKNMS1,Sanctuary,-81.21216,24.55007
FKNMS1,Sanctuary,-81.21223,24.55004
FKNMS1,Sanctuary,-81.21536,24.54914
FKNMS1,Sanctuary,-81.21858,24.5482
FKNMS1,Sanctuary,-81.22178,24.54727
FKNMS1,Sanctuary,-81.22499,24.54634
FKNMS1,Sanctuary,-81.22819,24.54541
FKNMS1,Sanctuary,-81.2314,24.54448
FKNMS1,Sanctuary,-81.23462,24.54355
FKNMS1,Sanctuary,-81.23782,24.54262
FKNMS1,Sanctuary,-81.24103,24.54169
FKNMS1,Sanctuary,-81.24423,24.54076
FKNMS1,Sanctuary,-81.24744,24.53982
FKNMS1,Sanctuary,-81.25066,24.53889
FKNMS1,Sanctuary,-81.25386,24.53796
FKNMS1,Sanctuary,-81.25706,24.53703
FKNMS1,Sanctuary,-81.26027,24.5361
FKNMS1,Sanctuary,-81.26347,24.53517
FKNMS1,Sanctuary,-81.2667,24.53424
FKNMS1,Sanctuary,-81.2699,24.53331
FKNMS1,Sanctuary,-81.27311,24.53237
FKNMS1,Sanctuary,-81.27631,24.53144
FKNMS1,Sanctuary,-81.27952,24.53051
FKNMS1,Sanctuary,-81.28274,24.52958
FKNMS1,Sanctuary,-81.28594,24.52865
FKNMS1,Sanctuary,-81.28915,24.52772
FKNMS1,Sanctuary,-81.29235,24.52678
FKNMS1,Sanctuary,-81.29556,24.52585
FKNMS1,Sanctuary,-81.29878,24.52492
FKNMS1,Sanctuary,-81.30198,24.52399
FKNMS1,Sanctuary,-81.30518,24.52306
FKNMS1,Sanctuary,-81.30839,24.52213
FKNMS1,Sanctuary,-81.31159,24.5212
FKNMS1,Sanctuary,-81.31481,24.52026
FKNMS1,Sanctuary,-81.31802,24.51934
FKNMS1,Sanctuary,-81.32122,24.5184
FKNMS1,Sanctuary,-81.32443,24.51747
FKNMS1,Sanctuary,-81.32763,24.51654
FKNMS1,Sanctuary,-81.33085,24.51561
FKNMS1,Sanctuary,-81.33405,24.51468
FKNMS1,Sanctuary,-81.33726,24.51375
FKNMS1,Sanctuary,-81.34046,24.51282
FKNMS1,Sanctuary,-81.34367,24.51189
FKNMS1,Sanctuary,-81.34689,24.51095
FKNMS1,Sanctuary,-81.35009,24.51002
FKNMS1,Sanctuary,-81.3533,24.50909
FKNMS1,Sanctuary,-81.3565,24.50816
FKNMS1,Sanctuary,-81.35971,24.50723
FKNMS1,Sanctuary,-81.36292,24.5063
FKNMS1,Sanctuary,-81.36613,24.50537
FKNMS1,Sanctuary,-81.36933,24.50444
FKNMS1,Sanctuary,-81.37254,24.50351
FKNMS1,Sanctuary,-81.37574,24.50258
FKNMS1,Sanctuary,-81.37896,24.50164
FKNMS1,Sanctuary,-81.38217,24.50071
FKNMS1,Sanctuary,-81.38256,24.5006
FKNMS1,Sanctuary,-81.38314,24.50043
FKNMS1,Sanctuary,-81.38642,24.49982
FKNMS1,Sanctuary,-81.3897,24.49922
FKNMS1,Sanctuary,-81.392,24.49879
FKNMS1,Sanctuary,-81.39529,24.49818
FKNMS1,Sanctuary,-81.39857,24.49757
FKNMS1,Sanctuary,-81.40185,24.49697
FKNMS1,Sanctuary,-81.40513,24.49636
FKNMS1,Sanctuary,-81.40841,24.49575
FKNMS1,Sanctuary,-81.41171,24.49514
FKNMS1,Sanctuary,-81.41499,24.49453
FKNMS1,Sanctuary,-81.41827,24.49392
FKNMS1,Sanctuary,-81.42155,24.49332
FKNMS1,Sanctuary,-81.42483,24.49271
FKNMS1,Sanctuary,-81.42813,24.4921
FKNMS1,Sanctuary,-81.43141,24.49149
FKNMS1,Sanctuary,-81.43469,24.49088
FKNMS1,Sanctuary,-81.43797,24.49028
FKNMS1,Sanctuary,-81.44125,24.48967
FKNMS1,Sanctuary,-81.44455,24.48906
FKNMS1,Sanctuary,-81.44783,24.48845
FKNMS1,Sanctuary,-81.45111,24.48784
FKNMS1,Sanctuary,-81.45439,24.48724
FKNMS1,Sanctuary,-81.45767,24.48663
FKNMS1,Sanctuary,-81.46097,24.48602
FKNMS1,Sanctuary,-81.46425,24.48541
FKNMS1,Sanctuary,-81.46753,24.4848
FKNMS1,Sanctuary,-81.47082,24.48419
FKNMS1,Sanctuary,-81.4741,24.48359
FKNMS1,Sanctuary,-81.47739,24.48297
FKNMS1,Sanctuary,-81.48067,24.48237
FKNMS1,Sanctuary,-81.48395,24.48176
FKNMS1,Sanctuary,-81.48723,24.48115
FKNMS1,Sanctuary,-81.49051,24.48055
FKNMS1,Sanctuary,-81.49381,24.47994
FKNMS1,Sanctuary,-81.49709,24.47933
FKNMS1,Sanctuary,-81.49981,24.47883
FKNMS1,Sanctuary,-81.50037,24.47872
FKNMS1,Sanctuary,-81.50365,24.47811
FKNMS1,Sanctuary,-81.50693,24.47751
FKNMS1,Sanctuary,-81.51024,24.47689
FKNMS1,Sanctuary,-81.51352,24.47629
FKNMS1,Sanctuary,-81.5168,24.47568
FKNMS1,Sanctuary,-81.52008,24.47507
FKNMS1,Sanctuary,-81.52336,24.47447
FKNMS1,Sanctuary,-81.52666,24.47385
FKNMS1,Sanctuary,-81.52994,24.47325
FKNMS1,Sanctuary,-81.53322,24.47264
FKNMS1,Sanctuary,-81.5365,24.47203
FKNMS1,Sanctuary,-81.53978,24.47142
FKNMS1,Sanctuary,-81.54307,24.47082
FKNMS1,Sanctuary,-81.54636,24.47021
FKNMS1,Sanctuary,-81.54964,24.4696
FKNMS1,Sanctuary,-81.55292,24.46899
FKNMS1,Sanctuary,-81.5562,24.46839
FKNMS1,Sanctuary,-81.5595,24.46777
FKNMS1,Sanctuary,-81.56278,24.46717
FKNMS1,Sanctuary,-81.56606,24.46656
FKNMS1,Sanctuary,-81.56934,24.46595
FKNMS1,Sanctuary,-81.57262,24.46534
FKNMS1,Sanctuary,-81.57592,24.46473
FKNMS1,Sanctuary,-81.5792,24.46413
FKNMS1,Sanctuary,-81.58248,24.46352
FKNMS1,Sanctuary,-81.58576,24.46291
FKNMS1,Sanctuary,-81.58904,24.4623
FKNMS1,Sanctuary,-81.59234,24.46169
FKNMS1,Sanctuary,-81.59562,24.46108
FKNMS1,Sanctuary,-81.5989,24.46048
FKNMS1,Sanctuary,-81.60218,24.45987
FKNMS1,Sanctuary,-81.60546,24.45926
FKNMS1,Sanctuary,-81.60877,24.45865
FKNMS1,Sanctuary,-81.61205,24.45804
FKNMS1,Sanctuary,-81.61533,24.45744
FKNMS1,Sanctuary,-81.61861,24.45683
FKNMS1,Sanctuary,-81.62189,24.45622
FKNMS1,Sanctuary,-81.62518,24.45561
FKNMS1,Sanctuary,-81.62847,24.455
FKNMS1,Sanctuary,-81.63175,24.45439
FKNMS1,Sanctuary,-81.63503,24.45379
FKNMS1,Sanctuary,-81.63831,24.45318
FKNMS1,Sanctuary,-81.6416,24.45257
FKNMS1,Sanctuary,-81.64488,24.45196
FKNMS1,Sanctuary,-81.64816,24.45135
FKNMS1,Sanctuary,-81.65145,24.45075
FKNMS1,Sanctuary,-81.65473,24.45014
FKNMS1,Sanctuary,-81.65802,24.44953
FKNMS1,Sanctuary,-81.6613,24.44892
FKNMS1,Sanctuary,-81.66458,24.44832
FKNMS1,Sanctuary,-81.66786,24.44771
FKNMS1,Sanctuary,-81.67115,24.4471
FKNMS1,Sanctuary,-81.67445,24.44649
FKNMS1,Sanctuary,-81.67773,24.44588
FKNMS1,Sanctuary,-81.68101,24.44527
FKNMS1,Sanctuary,-81.68429,24.44467
FKNMS1,Sanctuary,-81.68757,24.44406
FKNMS1,Sanctuary,-81.69087,24.44345
FKNMS1,Sanctuary,-81.69415,24.44284
FKNMS1,Sanctuary,-81.69743,24.44223
FKNMS1,Sanctuary,-81.70071,24.44162
FKNMS1,Sanctuary,-81.70399,24.44102
FKNMS1,Sanctuary,-81.70729,24.44041
FKNMS1,Sanctuary,-81.71057,24.4398
FKNMS1,Sanctuary,-81.71385,24.43919
FKNMS1,Sanctuary,-81.71713,24.43858
FKNMS1,Sanctuary,-81.72041,24.43798
FKNMS1,Sanctuary,-81.72371,24.43736
FKNMS1,Sanctuary,-81.72699,24.43676
FKNMS1,Sanctuary,-81.73027,24.43615
FKNMS1,Sanctuary,-81.73356,24.43554
FKNMS1,Sanctuary,-81.73684,24.43494
FKNMS1,Sanctuary,-81.74013,24.43433
FKNMS1,Sanctuary,-81.74341,24.43372
FKNMS1,Sanctuary,-81.74669,24.43311
FKNMS1,Sanctuary,-81.74997,24.4325
FKNMS1,Sanctuary,-81.75326,24.43189
FKNMS1,Sanctuary,-81.75655,24.43128
FKNMS1,Sanctuary,-81.75983,24.43068
FKNMS1,Sanctuary,-81.76311,24.43007
FKNMS1,Sanctuary,-81.76639,24.42946
FKNMS1,Sanctuary,-81.76967,24.42885
FKNMS1,Sanctuary,-81.77298,24.42824
FKNMS1,Sanctuary,-81.77626,24.42764
FKNMS1,Sanctuary,-81.77954,24.42703
FKNMS1,Sanctuary,-81.78282,24.42642
FKNMS1,Sanctuary,-81.7861,24.42581
FKNMS1,Sanctuary,-81.7894,24.4252
FKNMS1,Sanctuary,-81.79268,24.4246
FKNMS1,Sanctuary,-81.79596,24.42399
FKNMS1,Sanctuary,-81.79924,24.42338
FKNMS1,Sanctuary,-81.80252,24.42277
FKNMS1,Sanctuary,-81.80582,24.42216
FKNMS1,Sanctuary,-81.8091,24.42155
FKNMS1,Sanctuary,-81.81238,24.42095
FKNMS1,Sanctuary,-81.81566,24.42034
FKNMS1,Sanctuary,-81.81894,24.41973
FKNMS1,Sanctuary,-81.82224,24.41912
FKNMS1,Sanctuary,-81.82552,24.41851
FKNMS1,Sanctuary,-81.8288,24.41791
FKNMS1,Sanctuary,-81.83208,24.4173
FKNMS1,Sanctuary,-81.83315,24.4171
FKNMS1,Sanctuary,-81.83541,24.41698
FKNMS1,Sanctuary,-81.83874,24.41681
FKNMS1,Sanctuary,-81.84208,24.41664
FKNMS1,Sanctuary,-81.84541,24.41647
FKNMS1,Sanctuary,-81.84874,24.41629
FKNMS1,Sanctuary,-81.85207,24.41612
FKNMS1,Sanctuary,-81.85542,24.41595
FKNMS1,Sanctuary,-81.85876,24.41577
FKNMS1,Sanctuary,-81.86208,24.4156
FKNMS1,Sanctuary,-81.86542,24.41543
FKNMS1,Sanctuary,-81.86875,24.41526
FKNMS1,Sanctuary,-81.8721,24.41509
FKNMS1,Sanctuary,-81.87544,24.41491
FKNMS1,Sanctuary,-81.87876,24.41474
FKNMS1,Sanctuary,-81.8821,24.41457
FKNMS1,Sanctuary,-81.88543,24.4144
FKNMS1,Sanctuary,-81.88878,24.41422
FKNMS1,Sanctuary,-81.89211,24.41405
FKNMS1,Sanctuary,-81.89544,24.41388
FKNMS1,Sanctuary,-81.89877,24.41371
FKNMS1,Sanctuary,-81.90211,24.41354
FKNMS1,Sanctuary,-81.90546,24.41336
FKNMS1,Sanctuary,-81.90879,24.41319
FKNMS1,Sanctuary,-81.91212,24.41301
FKNMS1,Sanctuary,-81.91545,24.41284
FKNMS1,Sanctuary,-81.91879,24.41267
FKNMS1,Sanctuary,-81.92214,24.4125
FKNMS1,Sanctuary,-81.92547,24.41233
FKNMS1,Sanctuary,-81.9288,24.41215
FKNMS1,Sanctuary,-81.93213,24.41198
FKNMS1,Sanctuary,-81.93546,24.41181
FKNMS1,Sanctuary,-81.93881,24.41164
FKNMS1,Sanctuary,-81.94215,24.41146
FKNMS1,Sanctuary,-81.94547,24.41129
FKNMS1,Sanctuary,-81.94881,24.41112
FKNMS1,Sanctuary,-81.95214,24.41095
FKNMS1,Sanctuary,-81.95549,24.41077
FKNMS1,Sanctuary,-81.95883,24.4106
FKNMS1,Sanctuary,-81.96215,24.41043
FKNMS1,Sanctuary,-81.96549,24.41026
FKNMS1,Sanctuary,-81.96882,24.41008
FKNMS1,Sanctuary,-81.97217,24.40991
FKNMS1,Sanctuary,-81.9755,24.40974
FKNMS1,Sanctuary,-81.97883,24.40957
FKNMS1,Sanctuary,-81.98217,24.40939
FKNMS1,Sanctuary,-81.9855,24.40922
FKNMS1,Sanctuary,-81.98885,24.40905
FKNMS1,Sanctuary,-81.99218,24.40887
FKNMS1,Sanctuary,-81.99551,24.4087
FKNMS1,Sanctuary,-81.99884,24.40853
FKNMS1,Sanctuary,-81.99982,24.40848
FKNMS1,Sanctuary,-82.00218,24.40836
FKNMS1,Sanctuary,-82.00553,24.40819
FKNMS1,Sanctuary,-82.00886,24.40801
FKNMS1,Sanctuary,-82.01219,24.40784
FKNMS1,Sanctuary,-82.01552,24.40767
FKNMS1,Sanctuary,-82.01886,24.4075
FKNMS1,Sanctuary,-82.02221,24.40732
FKNMS1,Sanctuary,-82.02554,24.40715
FKNMS1,Sanctuary,-82.02887,24.40698
FKNMS1,Sanctuary,-82.0322,24.40681
FKNMS1,Sanctuary,-82.03553,24.40663
FKNMS1,Sanctuary,-82.03888,24.40646
FKNMS1,Sanctuary,-82.04222,24.40629
FKNMS1,Sanctuary,-82.04554,24.40611
FKNMS1,Sanctuary,-82.04888,24.40594
FKNMS1,Sanctuary,-82.05221,24.40577
FKNMS1,Sanctuary,-82.05556,24.4056
FKNMS1,Sanctuary,-82.0589,24.40542
FKNMS1,Sanctuary,-82.06222,24.40525
FKNMS1,Sanctuary,-82.06556,24.40508
FKNMS1,Sanctuary,-82.06889,24.40491
FKNMS1,Sanctuary,-82.07224,24.40474
FKNMS1,Sanctuary,-82.07557,24.40456
FKNMS1,Sanctuary,-82.0789,24.40439
FKNMS1,Sanctuary,-82.08223,24.40422
FKNMS1,Sanctuary,-82.08557,24.40404
FKNMS1,Sanctuary,-82.08892,24.40387
FKNMS1,Sanctuary,-82.09225,24.4037
FKNMS1,Sanctuary,-82.09558,24.40353
FKNMS1,Sanctuary,-82.09891,24.40335
FKNMS1,Sanctuary,-82.10225,24.40318
FKNMS1,Sanctuary,-82.1056,24.40301
FKNMS1,Sanctuary,-82.10893,24.40284
FKNMS1,Sanctuary,-82.11226,24.40267
FKNMS1,Sanctuary,-82.11559,24.40249
FKNMS1,Sanctuary,-82.11893,24.40232
FKNMS1,Sanctuary,-82.12227,24.40215
FKNMS1,Sanctuary,-82.12561,24.40197
FKNMS1,Sanctuary,-82.12894,24.4018
FKNMS1,Sanctuary,-82.13227,24.40163
FKNMS1,Sanctuary,-82.1356,24.40146
FKNMS1,Sanctuary,-82.13895,24.40129
FKNMS1,Sanctuary,-82.14229,24.40111
FKNMS1,Sanctuary,-82.14561,24.40094
FKNMS1,Sanctuary,-82.14895,24.40077
FKNMS1,Sanctuary,-82.15228,24.4006
FKNMS1,Sanctuary,-82.15563,24.40042
FKNMS1,Sanctuary,-82.15897,24.40025
FKNMS1,Sanctuary,-82.16229,24.40008
FKNMS1,Sanctuary,-82.16563,24.39991
FKNMS1,Sanctuary,-82.16896,24.39973
FKNMS1,Sanctuary,-82.17231,24.39956
FKNMS1,Sanctuary,-82.17564,24.39939
FKNMS1,Sanctuary,-82.17897,24.39921
FKNMS1,Sanctuary,-82.1823,24.39904
FKNMS1,Sanctuary,-82.18564,24.39887
FKNMS1,Sanctuary,-82.18899,24.3987
FKNMS1,Sanctuary,-82.19232,24.39852
FKNMS1,Sanctuary,-82.19565,24.39835
FKNMS1,Sanctuary,-82.19898,24.39818
FKNMS1,Sanctuary,-82.20232,24.39801
FKNMS1,Sanctuary,-82.20567,24.39784
FKNMS1,Sanctuary,-82.209,24.39766
FKNMS1,Sanctuary,-82.21233,24.39749
FKNMS1,Sanctuary,-82.21566,24.39732
FKNMS1,Sanctuary,-82.21899,24.39715
FKNMS1,Sanctuary,-82.22234,24.39697
FKNMS1,Sanctuary,-82.22568,24.3968
FKNMS1,Sanctuary,-82.229,24.39663
FKNMS1,Sanctuary,-82.23234,24.39646
FKNMS1,Sanctuary,-82.23567,24.39628
FKNMS1,Sanctuary,-82.23902,24.39611
FKNMS1,Sanctuary,-82.24236,24.39594
FKNMS1,Sanctuary,-82.24568,24.39576
FKNMS1,Sanctuary,-82.24902,24.39559
FKNMS1,Sanctuary,-82.25235,24.39542
FKNMS1,Sanctuary,-82.2557,24.39525
FKNMS1,Sanctuary,-82.25903,24.39507
FKNMS1,Sanctuary,-82.26236,24.3949
FKNMS1,Sanctuary,-82.26569,24.39473
FKNMS1,Sanctuary,-82.26903,24.39456
FKNMS1,Sanctuary,-82.27238,24.39439
FKNMS1,Sanctuary,-82.27571,24.39421
FKNMS1,Sanctuary,-82.27904,24.39404
FKNMS1,Sanctuary,-82.28237,24.39387
FKNMS1,Sanctuary,-82.28571,24.3937
FKNMS1,Sanctuary,-82.28906,24.39353
FKNMS1,Sanctuary,-82.29239,24.39335
FKNMS1,Sanctuary,-82.29572,24.39318
FKNMS1,Sanctuary,-82.29905,24.39301
FKNMS1,Sanctuary,-82.30239,24.39283
FKNMS1,Sanctuary,-82.30573,24.39266
FKNMS1,Sanctuary,-82.30907,24.39249
FKNMS1,Sanctuary,-82.3124,24.39232
FKNMS1,Sanctuary,-82.31573,24.39214
FKNMS1,Sanctuary,-82.31906,24.39197
FKNMS1,Sanctuary,-82.32241,24.3918
FKNMS1,Sanctuary,-82.32575,24.39163
FKNMS1,Sanctuary,-82.32907,24.39145
FKNMS1,Sanctuary,-82.33241,24.39128
FKNMS1,Sanctuary,-82.33574,24.39111
FKNMS1,Sanctuary,-82.33909,24.39093
FKNMS1,Sanctuary,-82.34243,24.39076
FKNMS1,Sanctuary,-82.34575,24.39059
FKNMS1,Sanctuary,-82.34909,24.39042
FKNMS1,Sanctuary,-82.35242,24.39025
FKNMS1,Sanctuary,-82.35577,24.39007
FKNMS1,Sanctuary,-82.3591,24.3899
FKNMS1,Sanctuary,-82.36243,24.38973
FKNMS1,Sanctuary,-82.36576,24.38956
FKNMS1,Sanctuary,-82.3691,24.38938
FKNMS1,Sanctuary,-82.37245,24.38921
FKNMS1,Sanctuary,-82.37578,24.38904
FKNMS1,Sanctuary,-82.37911,24.38887
FKNMS1,Sanctuary,-82.38244,24.38869
FKNMS1,Sanctuary,-82.38578,24.38852
FKNMS1,Sanctuary,-82.38913,24.38835
FKNMS1,Sanctuary,-82.39246,24.38818
FKNMS1,Sanctuary,-82.39579,24.38801
FKNMS1,Sanctuary,-82.39912,24.38783
FKNMS1,Sanctuary,-82.40245,24.38766
FKNMS1,Sanctuary,-82.4058,24.38749
FKNMS1,Sanctuary,-82.40914,24.38732
FKNMS1,Sanctuary,-82.41246,24.38714
FKNMS1,Sanctuary,-82.4158,24.38697
FKNMS1,Sanctuary,-82.41913,24.3868
FKNMS1,Sanctuary,-82.42248,24.38662
FKNMS1,Sanctuary,-82.42582,24.38645
FKNMS1,Sanctuary,-82.42914,24.38628
FKNMS1,Sanctuary,-82.43248,24.38611
FKNMS1,Sanctuary,-82.43581,24.38593
FKNMS1,Sanctuary,-82.43916,24.38576
FKNMS1,Sanctuary,-82.44249,24.38559
FKNMS1,Sanctuary,-82.44582,24.38542
FKNMS1,Sanctuary,-82.44916,24.38524
FKNMS1,Sanctuary,-82.45249,24.38507
FKNMS1,Sanctuary,-82.45584,24.3849
FKNMS1,Sanctuary,-82.45917,24.38473
FKNMS1,Sanctuary,-82.4625,24.38455
FKNMS1,Sanctuary,-82.46583,24.38438
FKNMS1,Sanctuary,-82.46917,24.38421
FKNMS1,Sanctuary,-82.47252,24.38403
FKNMS1,Sanctuary,-82.47585,24.38386
FKNMS1,Sanctuary,-82.47918,24.38369
FKNMS1,Sanctuary,-82.48251,24.38352
FKNMS1,Sanctuary,-82.48585,24.38334
FKNMS1,Sanctuary,-82.4892,24.38317
FKNMS1,Sanctuary,-82.49253,24.383
FKNMS1,Sanctuary,-82.49586,24.38283
FKNMS1,Sanctuary,-82.49919,24.38266
FKNMS1,Sanctuary,-82.49983,24.38262
FKNMS1,Sanctuary,-82.50252,24.38248
FKNMS1,Sanctuary,-82.50587,24.38231
FKNMS1,Sanctuary,-82.50921,24.38214
FKNMS1,Sanctuary,-82.51253,24.38197
FKNMS1,Sanctuary,-82.51587,24.38179
FKNMS1,Sanctuary,-82.5192,24.38162
FKNMS1,Sanctuary,-82.52255,24.38145
FKNMS1,Sanctuary,-82.52589,24.38128
FKNMS1,Sanctuary,-82.52921,24.38111
FKNMS1,Sanctuary,-82.53255,24.38093
FKNMS1,Sanctuary,-82.53588,24.38076
FKNMS1,Sanctuary,-82.53923,24.38059
FKNMS1,Sanctuary,-82.54256,24.38041
FKNMS1,Sanctuary,-82.54589,24.38024
FKNMS1,Sanctuary,-82.54922,24.38007
FKNMS1,Sanctuary,-82.55256,24.37989
FKNMS1,Sanctuary,-82.55591,24.37972
FKNMS1,Sanctuary,-82.55924,24.37955
FKNMS1,Sanctuary,-82.56257,24.37938
FKNMS1,Sanctuary,-82.5659,24.37921
FKNMS1,Sanctuary,-82.56924,24.37903
FKNMS1,Sanctuary,-82.57259,24.37886
FKNMS1,Sanctuary,-82.57592,24.37869
FKNMS1,Sanctuary,-82.57925,24.37852
FKNMS1,Sanctuary,-82.58258,24.37834
FKNMS1,Sanctuary,-82.58592,24.37817
FKNMS1,Sanctuary,-82.58926,24.378
FKNMS1,Sanctuary,-82.5926,24.37782
FKNMS1,Sanctuary,-82.59593,24.37765
FKNMS1,Sanctuary,-82.59926,24.37748
FKNMS1,Sanctuary,-82.60259,24.37731
FKNMS1,Sanctuary,-82.60594,24.37714
FKNMS1,Sanctuary,-82.60927,24.37696
FKNMS1,Sanctuary,-82.6126,24.37679
FKNMS1,Sanctuary,-82.61593,24.37662
FKNMS1,Sanctuary,-82.61926,24.37644
FKNMS1,Sanctuary,-82.62261,24.37627
FKNMS1,Sanctuary,-82.62595,24.3761
FKNMS1,Sanctuary,-82.62927,24.37593
FKNMS1,Sanctuary,-82.63261,24.37576
FKNMS1,Sanctuary,-82.63594,24.37558
FKNMS1,Sanctuary,-82.63929,24.37541
FKNMS1,Sanctuary,-82.64263,24.37524
FKNMS1,Sanctuary,-82.64595,24.37506
FKNMS1,Sanctuary,-82.64929,24.3749
FKNMS1,Sanctuary,-82.65262,24.37472
FKNMS1,Sanctuary,-82.65597,24.37455
FKNMS1,Sanctuary,-82.6593,24.37438
FKNMS1,Sanctuary,-82.66263,24.3742
FKNMS1,Sanctuary,-82.66596,24.37403
FKNMS1,Sanctuary,-82.6693,24.37386
FKNMS1,Sanctuary,-82.67265,24.37368
FKNMS1,Sanctuary,-82.67598,24.37351
FKNMS1,Sanctuary,-82.67931,24.37334
FKNMS1,Sanctuary,-82.68264,24.37317
FKNMS1,Sanctuary,-82.68598,24.37299
FKNMS1,Sanctuary,-82.68933,24.37282
FKNMS1,Sanctuary,-82.69266,24.37265
FKNMS1,Sanctuary,-82.69599,24.37248
FKNMS1,Sanctuary,-82.69932,24.37231
FKNMS1,Sanctuary,-82.70265,24.37213
FKNMS1,Sanctuary,-82.706,24.37196
FKNMS1,Sanctuary,-82.70934,24.37179
FKNMS1,Sanctuary,-82.71267,24.37162
FKNMS1,Sanctuary,-82.716,24.37144
FKNMS1,Sanctuary,-82.71933,24.37127
FKNMS1,Sanctuary,-82.72268,24.3711
FKNMS1,Sanctuary,-82.72602,24.37093
FKNMS1,Sanctuary,-82.72934,24.37075
FKNMS1,Sanctuary,-82.73268,24.37058
FKNMS1,Sanctuary,-82.73601,24.37041
FKNMS1,Sanctuary,-82.73936,24.37024
FKNMS1,Sanctuary,-82.74269,24.37006
FKNMS1,Sanctuary,-82.74602,24.36989
FKNMS1,Sanctuary,-82.74936,24.36972
FKNMS1,Sanctuary,-82.75269,24.36954
FKNMS1,Sanctuary,-82.75604,24.36937
FKNMS1,Sanctuary,-82.75937,24.3692
FKNMS1,Sanctuary,-82.7627,24.36903
FKNMS1,Sanctuary,-82.76603,24.36886
FKNMS1,Sanctuary,-82.76937,24.36868
FKNMS1,Sanctuary,-82.77272,24.36851
FKNMS1,Sanctuary,-82.77605,24.36834
FKNMS1,Sanctuary,-82.77938,24.36817
FKNMS1,Sanctuary,-82.78271,24.36799
FKNMS1,Sanctuary,-82.78605,24.36782
FKNMS1,Sanctuary,-82.7894,24.36765
FKNMS1,Sanctuary,-82.79273,24.36747
FKNMS1,Sanctuary,-82.79606,24.3673
FKNMS1,Sanctuary,-82.79939,24.36713
FKNMS1,Sanctuary,-82.80208,24.36896
FKNMS1,Sanctuary,-82.80464,24.3711
FKNMS1,Sanctuary,-82.8072,24.37324
FKNMS1,Sanctuary,-82.80977,24.37537
FKNMS1,Sanctuary,-82.81233,24.37751
FKNMS1,Sanctuary,-82.81489,24.37965
FKNMS1,Sanctuary,-82.81746,24.38179
FKNMS1,Sanctuary,-82.82003,24.38393
FKNMS1,Sanctuary,-82.82259,24.38606
FKNMS1,Sanctuary,-82.82516,24.3882
FKNMS1,Sanctuary,-82.82772,24.39034
FKNMS1,Sanctuary,-82.8303,24.39249
FKNMS1,Sanctuary,-82.83286,24.39462
FKNMS1,Sanctuary,-82.83543,24.39676
FKNMS1,Sanctuary,-82.83799,24.3989
FKNMS1,Sanctuary,-82.84055,24.40103
FKNMS1,Sanctuary,-82.84312,24.40318
FKNMS1,Sanctuary,-82.84569,24.40531
FKNMS1,Sanctuary,-82.84825,24.40745
FKNMS1,Sanctuary,-82.85081,24.40958
FKNMS1,Sanctuary,-82.85338,24.41172
FKNMS1,Sanctuary,-82.85596,24.41387
FKNMS1,Sanctuary,-82.85852,24.416
FKNMS1,Sanctuary,-82.86108,24.41814
FKNMS1,Sanctuary,-82.86365,24.42028
FKNMS1,Sanctuary,-82.86621,24.42241
FKNMS1,Sanctuary,-82.86878,24.42456
FKNMS1,Sanctuary,-82.87135,24.42669
FKNMS1,Sanctuary,-82.87391,24.42883
FKNMS1,Sanctuary,-82.87647,24.43097
FKNMS1,Sanctuary,-82.87904,24.4331
FKNMS1,Sanctuary,-82.88162,24.43525
FKNMS1,Sanctuary,-82.88418,24.43739
FKNMS1,Sanctuary,-82.88674,24.43952
FKNMS1,Sanctuary,-82.88931,24.44166
FKNMS1,Sanctuary,-82.89187,24.4438
FKNMS1,Sanctuary,-82.89444,24.44594
FKNMS1,Sanctuary,-82.89701,24.44808
FKNMS1,Sanctuary,-82.89957,24.45021
FKNMS1,Sanctuary,-82.90213,24.45235
FKNMS1,Sanctuary,-82.9047,24.45448
FKNMS1,Sanctuary,-82.90727,24.45663
FKNMS1,Sanctuary,-82.90984,24.45877
FKNMS1,Sanctuary,-82.9124,24.4609
FKNMS1,Sanctuary,-82.91497,24.46304
FKNMS1,Sanctuary,-82.91753,24.46518
FKNMS1,Sanctuary,-82.9201,24.46732
FKNMS1,Sanctuary,-82.92266,24.46946
FKNMS1,Sanctuary,-82.92523,24.4716
FKNMS1,Sanctuary,-82.92779,24.47373
FKNMS1,Sanctuary,-82.93036,24.47586
FKNMS1,Sanctuary,-82.93293,24.47801
FKNMS1,Sanctuary,-82.9355,24.48015
FKNMS1,Sanctuary,-82.93806,24.48229
FKNMS1,Sanctuary,-82.94062,24.48442
FKNMS1,Sanctuary,-82.94319,24.48656
FKNMS1,Sanctuary,-82.94577,24.48871
FKNMS1,Sanctuary,-82.94833,24.49084
FKNMS1,Sanctuary,-82.95089,24.49298
FKNMS1,Sanctuary,-82.95346,24.49511
FKNMS1,Sanctuary,-82.95602,24.49725
FKNMS1,Sanctuary,-82.95859,24.4994
FKNMS1,Sanctuary,-82.95993,24.50051
FKNMS1,Sanctuary,-82.96116,24.50153
FKNMS1,Sanctuary,-82.96372,24.50367
FKNMS1,Sanctuary,-82.96628,24.5058
