"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,59,"CUB","Cuba","CUBA","Cuba","Cuba","","","","Cuba ","Cuba ","<U+041A><U+0443><U+0431><U+0430>","<U+0643><U+0648><U+0628><U+0627>","<U+53E4><U+5DF4> ","","","Cuba","CU","","CU","192","Unknown","Present","11199176","110443","101.40231612687087","Caribbean","Americas","1","","","","Latin America & Caribbean","Lower middle income","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1",""
