ITS2 type profile UID		105141	106051	105115	105077	105136	105014	105258	105259	105214	105656	105657	105654	105655	105658	105660	106253	105659	105511	105431
Clade		A	A	A	A	A	A	B	B	B	C	C	C	C	C	C	C	C	C	C
Majority ITS2 sequence		A3	A3	A3	A3	A3	A4	B18b	B18c	B5	C3	C1/C3	C3	C3	C3	C16/C3	C3	C3	C3	C3
Associated species		S. natans,S. tridacnidorum	S. natans,S. tridacnidorum	S. natans,S. tridacnidorum	S. natans,S. tridacnidorum	S. natans,S. tridacnidorum	S. linucheae	None	None	None	None	S. goreaui	None	None	None	None	None	None	S. goreaui	None
ITS2 profile abundance local		32	15	11	10	2	1	1	1	1	59	46	27	18	13	12	11	6	2	1
ITS2 profile abundance DB		36	15	26	125	5	39	2	2	35	98	46	30	19	13	13	11	6	128	43
ITS2 type profile		A3-A3b-A3at-A3ax	A3-A3at-A3b-A3q-A3s	A3-A3s-A3q	A3	A3-A3b-A3av-A3au-A3aw	A4	B18b	B18c	B5	C3/C3.10	C1/C3-C42.2-C1dl-C3gl-C3gm-C3gk	C3-C1-C3.10	C3-C1dk-C15hx	C3-C3go-C6c-C3gq-C3gp-C3gn-C3dw	C16/C3-C16b	C3-C3hb-C3ge-C3hc-C1dk	C3-C3gr-C3gt-C3gs-C3.10	C3/C1	C3
127738	SFK115	0	0	0	0	0	0	0	0	0	0.9292966248971005	0	0	0	0	0	0	0	0	0
127645	SFK022	0	0	0	0	0	0	0	0	0	0.9265886671254875	0	0	0	0	0	0	0	0	0
127648	SFK025	0	0.023796125090441354	0	0	0	0	0	0	0	0.9203312163357182	0	0	0	0	0	0	0	0	0
127718	SFK095	0	0	0	0	0	0	0	0	0	0.9193197800792737	0	0	0	0	0	0	0	0	0
127792	SFK170	0	0	0	0	0	0	0	0	0	0.9142650253439537	0	0	0	0	0	0	0	0	0
127797	SFK175	0	0	0	0	0	0	0	0	0	0.9124791318864774	0	0	0	0	0	0	0	0	0
