sample_uid	105141	106051	105115	105077	105136	105014	105258	105259	105214	105656	105657	105654	105655	105658	105660	106253	105659	105511	105431
127738	0	0	0	0	0	0	0	0	0	0.9292966248971005	0	0	0	0	0	0	0	0	0
127645	0	0	0	0	0	0	0	0	0	0.9265886671254875	0	0	0	0	0	0	0	0	0
127648	0	0.023796125090441354	0	0	0	0	0	0	0	0.9203312163357182	0	0	0	0	0	0	0	0	0
127718	0	0	0	0	0	0	0	0	0	0.9193197800792737	0	0	0	0	0	0	0	0	0
127792	0	0	0	0	0	0	0	0	0	0.9142650253439537	0	0	0	0	0	0	0	0	0
127797	0	0	0	0	0	0	0	0	0	0.9124791318864774	0	0	0	0	0	0	0	0	0
127734	0	0	0	0	0	0	0	0	0	0.9089660159074476	0	0	0	0	0	0	0	0	0
127817	0	0	0	0	0	0	0	0	0	0.9088804629814409	0	0	0	0	0	0	0	0	0
127640	0	0	0	0	0	0	0	0	0	0.9039334341906202	0	0	0	0	0	0	0	0	0
127836	0	0	0	0	0	0	0	0	0	0.9023587493143171	0	0	0	0	0	0	0	0	0
127725	0	0	0	0	0	0	0	0	0	0.9022046353872244	0	0	0	0	0	0	0	0	0
127814	0	0	0	0	0	0	0	0	0	0.9018319830669295	0	0	0	0	0	0	0	0	0
127647	0	0	0	0	0	0	0	0	0	0.9008713726117196	0	0	0	0	0	0	0	0	0
127749	0	0	0	0	0	0	0	0	0	0.8995722403115622	0	0	0	0	0	0	0	0	0
127730	0	0	0	0	0	0	0	0	0	0.8994478043649751	0	0	0	0	0	0	0	0	0
127802	0	0	0	0	0	0	0	0	0	0.8991235914863173	0	0	0	0	0	0	0	0	0
127820	0	0	0	0	0	0	0	0	0	0.8988199424086726	0	0	0	0	0	0	0	0	0
127736	0	0	0	0	0	0	0	0	0	0.8969398721647152	0	0	0	0	0	0	0	0	0
127791	0	0	0	0	0	0	0	0	0	0.8951151463564571	0	0	0	0	0	0	0	0	0
127652	0	0	0	0	0	0	0	0	0	0.8925650907040136	0	0	0	0	0	0	0	0	0
127646	0	0	0	0	0	0	0	0	0	0.8906460945033751	0	0	0	0	0	0	0	0	0
127735	0	0	0	0	0	0	0	0	0	0.8906421347630071	0	0	0	0	0	0	0	0	0
127776	0	0	0	0	0	0	0	0	0	0.8905039686334513	0	0	0	0	0	0	0	0	0
127654	0	0	0	0	0	0	0	0	0	0.8888757466437992	0	0	0	0	0	0	0	0	0
