sample_uid	105141	106051	105115	105077	105136	105014	105258	105259	105214	105656	105657	105654	105655	105658	105660	106253	105659	105511	105431
127738	0	0	0	0	0	0	0	0	0	10160.0	0	0	0	0	0	0	0	0	0
127645	0	0	0	0	0	0	0	0	0	16156.0	0	0	0	0	0	0	0	0	0
127648	0	296.0	0	0	0	0	0	0	0	11448.0	0	0	0	0	0	0	0	0	0
127718	0	0	0	0	0	0	0	0	0	14380.0	0	0	0	0	0	0	0	0	0
127792	0	0	0	0	0	0	0	0	0	12626.0	0	0	0	0	0	0	0	0	0
127797	0	0	0	0	0	0	0	0	0	21863.0	0	0	0	0	0	0	0	0	0
127734	0	0	0	0	0	0	0	0	0	12571.0	0	0	0	0	0	0	0	0	0
127817	0	0	0	0	0	0	0	0	0	22772.0	0	0	0	0	0	0	0	0	0
127640	0	0	0	0	0	0	0	0	0	15535.0	0	0	0	0	0	0	0	0	0
127836	0	0	0	0	0	0	0	0	0	4935.0	0	0	0	0	0	0	0	0	0
127725	0	0	0	0	0	0	0	0	0	15960.0	0	0	0	0	0	0	0	0	0
127814	0	0	0	0	0	0	0	0	0	12356.0	0	0	0	0	0	0	0	0	0
127647	0	0	0	0	0	0	0	0	0	11269.0	0	0	0	0	0	0	0	0	0
127749	0	0	0	0	0	0	0	0	0	14090.0	0	0	0	0	0	0	0	0	0
127730	0	0	0	0	0	0	0	0	0	17103.0	0	0	0	0	0	0	0	0	0
127802	0	0	0	0	0	0	0	0	0	15081.0	0	0	0	0	0	0	0	0	0
127820	0	0	0	0	0	0	0	0	0	15919.0	0	0	0	0	0	0	0	0	0
127736	0	0	0	0	0	0	0	0	0	15857.0	0	0	0	0	0	0	0	0	0
127791	0	0	0	0	0	0	0	0	0	18929.0	0	0	0	0	0	0	0	0	0
127652	0	0	0	0	0	0	0	0	0	18992.0	0	0	0	0	0	0	0	0	0
127646	0	0	0	0	0	0	0	0	0	9236.0	0	0	0	0	0	0	0	0	0
127735	0	0	0	0	0	0	0	0	0	14619.0	0	0	0	0	0	0	0	0	0
127776	0	0	0	0	0	0	0	0	0	9312.0	0	0	0	0	0	0	0	0	0
127654	0	0	0	0	0	0	0	0	0	15030.0	0	0	0	0	0	0	0	0	0
