region,location,site,date,sampleID,species,latDD,longDD,depthFt,depthM,depthZone,collection,rackID
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-003,Xestospongia muta,25.152185,-80.23162,118,36,Mesophotic,Tech Dive,9
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-004,Xestospongia muta,25.152185,-80.23162,116,35.4,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-005,Xestospongia muta,25.152185,-80.23162,116,35.4,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-006,Xestospongia muta,25.152185,-80.23162,117,35.7,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-007,Xestospongia muta,25.152185,-80.23162,116,35.4,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-008,Xestospongia muta,25.152185,-80.23162,117,35.7,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-1-009,Xestospongia muta,25.152185,-80.23162,117,35.7,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-001,Xestospongia muta,25.14415667,-80.252055,78,23.8,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-002,Xestospongia muta,25.14415667,-80.252055,72,21.9,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-003,Xestospongia muta,25.14415667,-80.252055,75,22.9,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-004,Xestospongia muta,25.14415667,-80.252055,73,22.3,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-005,Xestospongia muta,25.14415667,-80.252055,73,22.3,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-006,Xestospongia muta,25.14415667,-80.252055,70,21.3,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-007,Xestospongia muta,25.14415667,-80.252055,70,21.3,Shallow,Scuba,10
Upper Keys,The Elbow,Site 51,8/27/19,27-VIII-19-2-008,Xestospongia muta,25.14415667,-80.252055,69,21,Shallow,Scuba,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-001,Xestospongia muta,25.15823333,-80.22064,143,43.6,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-005,Xestospongia muta,25.15823333,-80.22064,142,43.3,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-008,Xestospongia muta,25.15823333,-80.22064,141,43,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-009,Xestospongia muta,25.15823333,-80.22064,141,43,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-011,Xestospongia muta,25.15823333,-80.22064,141,43,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Ian's Lumps Site 52,8/27/19,27-VIII-19-4-013,Xestospongia muta,25.15823333,-80.22064,141,43,Mesophotic,Tech Dive,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-015,Xestospongia muta,25.14404833,-80.25258833,67,20.4,Shallow,Scuba,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-016,Xestospongia muta,25.14404833,-80.25258833,67,20.4,Shallow,Scuba,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-017,Xestospongia muta,25.14404833,-80.25258833,67,20.4,Shallow,Scuba,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-018,Xestospongia muta,25.14404833,-80.25258833,64,19.5,Shallow,Scuba,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-019,Xestospongia muta,25.14404833,-80.25258833,64,19.5,Shallow,Scuba,10
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-020,Xestospongia muta,25.14404833,-80.25258833,60,18.3,Shallow,Scuba,11
Upper Keys,The Elbow,Site 49,8/27/19,27-VIII-19-5-021,Xestospongia muta,25.14404833,-80.25258833,63,19.2,Shallow,Scuba,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-001,Xestospongia muta,25.217545,-80.19341333,141,43,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-002,Xestospongia muta,25.217545,-80.19341333,142,43.3,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-1-003,Xestospongia muta,25.217545,-80.19341333,142,43.3,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-024,Xestospongia muta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-025,Xestospongia muta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-026,Xestospongia muta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-027,Xestospongia muta,25.21752,-80.19336833,149,45.4,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 1,8/28/19,28-VIII-19-3-028,Xestospongia muta,25.21752,-80.19336833,148,45.1,Mesophotic,Tech Dive,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-001,Xestospongia muta,25.22036,-80.20094333,88,26.8,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-002,Xestospongia muta,25.22036,-80.20094333,88,26.8,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-003,Xestospongia muta,25.22036,-80.20094333,82,25,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-004,Xestospongia muta,25.22036,-80.20094333,82,25,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-005,Xestospongia muta,25.22036,-80.20094333,82,25,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-006,Xestospongia muta,25.22036,-80.20094333,85,25.9,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-007,Xestospongia muta,25.22036,-80.20094333,84,25.6,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-008,Xestospongia muta,25.22036,-80.20094333,86,26.2,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-009,Xestospongia muta,25.22036,-80.20094333,84,25.6,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-010,Xestospongia muta,25.22036,-80.20094333,83,25.3,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-011,Xestospongia muta,25.22036,-80.20094333,83,25.3,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-012,Xestospongia muta,25.22036,-80.20094333,81,24.7,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-013,Xestospongia muta,25.22036,-80.20094333,81,24.7,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-014,Xestospongia muta,25.22036,-80.20094333,83,25.3,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-015,Xestospongia muta,25.22036,-80.20094333,82,25,Shallow,Scuba,11
Upper Keys,Carysfort,Site 48,8/28/19,28-VIII-19-4-016,Xestospongia muta,25.22036,-80.20094333,85,25.9,Shallow,Scuba,12
