region,location,site,date,sampleID,species,latDD,longDD,depthFt,depthM,depthZone,collection,rackID
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-005,Orbicella faveolata,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-013,Orbicella faveolata,24.65211,-83.103095,111,33.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-015,Orbicella faveolata,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-029,Orbicella faveolata,24.640415,-83.10294667,99,30.2,Mesophotic,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-032,Orbicella faveolata,24.640415,-83.10294667,94,28.7,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-036,Orbicella faveolata,24.640415,-83.10294667,96,29.3,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-038,Orbicella faveolata,24.640415,-83.10294667,97,29.6,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-039,Orbicella faveolata,24.640415,-83.10294667,95,29,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-040,Orbicella faveolata,24.640415,-83.10294667,99,30.2,Mesophotic,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-041,Orbicella faveolata,24.640415,-83.10294667,96,29.3,Shallow,Scuba,1
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-039,Orbicella faveolata,24.49396,-83.09607833,104,31.7,Mesophotic,Tech Dive,1
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-041,Orbicella faveolata,24.49396,-83.09607833,105,32,Mesophotic,Tech Dive,1
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-043,Orbicella faveolata,24.49396,-83.09607833,103,31.4,Mesophotic,Tech Dive,1
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-044,Orbicella faveolata,24.49396,-83.09607833,101,30.8,Mesophotic,Tech Dive,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-001,Orbicella faveolata,24.51033667,-83.092685,88,26.8,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-002,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-003,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-004,Orbicella faveolata,24.51033667,-83.092685,91,27.7,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-005,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-006,Orbicella faveolata,24.51033667,-83.092685,91,27.7,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-007,Orbicella faveolata,24.51033667,-83.092685,92,28,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-008,Orbicella faveolata,24.51033667,-83.092685,93,28.3,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-010,Orbicella faveolata,24.51033667,-83.092685,92,28,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-011,Orbicella faveolata,24.51033667,-83.092685,89,27.1,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-012,Orbicella faveolata,24.51033667,-83.092685,89,27.1,Shallow,Scuba,1
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-013,Orbicella faveolata,24.51033667,-83.092685,87,26.5,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-014,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-015,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-016,Orbicella faveolata,24.51033667,-83.092685,91,27.7,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-017,Orbicella faveolata,24.51033667,-83.092685,90,27.4,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-018,Orbicella faveolata,24.51033667,-83.092685,92,28,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-019,Orbicella faveolata,24.51033667,-83.092685,92,28,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-020,Orbicella faveolata,24.51033667,-83.092685,89,27.1,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-021,Orbicella faveolata,24.51033667,-83.092685,92,28,Shallow,Scuba,2
TER-South,Riley's Hump,Site 43,8/25/19,25-VIII-19-4-022,Orbicella faveolata,24.51033667,-83.092685,98,29.9,Shallow,Scuba,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-002,Orbicella faveolata,24.487965,-83.1139,113,34.4,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-003,Orbicella faveolata,24.487965,-83.1139,113,34.4,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-006,Orbicella faveolata,24.487965,-83.1139,105,32,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-007,Orbicella faveolata,24.487965,-83.1139,100,30.5,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-009,Orbicella faveolata,24.487965,-83.1139,119,36.3,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-010,Orbicella faveolata,24.487965,-83.1139,110,33.5,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-011,Orbicella faveolata,24.487965,-83.1139,112,34.1,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-012,Orbicella faveolata,24.487965,-83.1139,108,32.9,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-015,Orbicella faveolata,24.487965,-83.1139,109,33.2,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-017,Orbicella faveolata,24.487965,-83.1139,108,32.9,Mesophotic,Tech Dive,2
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-019,Orbicella faveolata,24.487965,-83.1139,106,32.3,Mesophotic,Tech Dive,2
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-002,Stephanocoenia intersepta,24.65211,-83.103095,115,35.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-004,Stephanocoenia intersepta,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-006,Stephanocoenia intersepta,24.65211,-83.103095,115,35.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-008,Stephanocoenia intersepta,24.65211,-83.103095,110,33.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-009,Stephanocoenia intersepta,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-010,Stephanocoenia intersepta,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-011,Stephanocoenia intersepta,24.65211,-83.103095,114,34.7,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-012,Stephanocoenia intersepta,24.65211,-83.103095,112,34.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 17,8/22/19,22-VIII-19-1-016,Stephanocoenia intersepta,24.65211,-83.103095,113,34.4,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 33,8/22/19,22-VIII-19-2-006,Stephanocoenia intersepta,24.66019667,-83.07890333,48,14.6,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 33,8/22/19,22-VIII-19-2-024,Stephanocoenia intersepta,24.66019667,-83.07890333,57,17.4,Shallow,Scuba,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-003,Stephanocoenia intersepta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-017,Stephanocoenia intersepta,24.64042,-83.10294333,97,29.6,Shallow,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-018,Stephanocoenia intersepta,24.64042,-83.10294333,95,29,Shallow,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-019,Stephanocoenia intersepta,24.64042,-83.10294333,99,30.2,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-020,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-021,Stephanocoenia intersepta,24.64042,-83.10294333,98,29.9,Shallow,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-022,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-023,Stephanocoenia intersepta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-025,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-026,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-027,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-028,Stephanocoenia intersepta,24.64042,-83.10294333,102,31.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-029,Stephanocoenia intersepta,24.64042,-83.10294333,102,31.1,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-030,Stephanocoenia intersepta,24.64042,-83.10294333,101,30.8,Mesophotic,Tech Dive,1
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-1-031,Stephanocoenia intersepta,24.64042,-83.10294333,100,30.5,Mesophotic,Tech Dive,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-022,Stephanocoenia intersepta,24.67518667,-83.068585,69,21,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-025,Stephanocoenia intersepta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-2-036,Stephanocoenia intersepta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-026,Stephanocoenia intersepta,24.640415,-83.10294667,99,30.2,Mesophotic,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-030,Stephanocoenia intersepta,24.640415,-83.10294667,99,30.2,Mesophotic,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-033,Stephanocoenia intersepta,24.640415,-83.10294667,94,28.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-034,Stephanocoenia intersepta,24.640415,-83.10294667,100,30.5,Mesophotic,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-035,Stephanocoenia intersepta,24.640415,-83.10294667,100,30.5,Mesophotic,Scuba,2
TER-North,Sherwood Forrest,Site 35/36,8/23/19,23-VIII-19-4-037,Stephanocoenia intersepta,24.640415,-83.10294667,97,29.6,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-6-002,Stephanocoenia intersepta,24.67518667,-83.068585,68,20.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-6-003,Stephanocoenia intersepta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-6-004,Stephanocoenia intersepta,24.67518667,-83.068585,69,21,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-6-005,Stephanocoenia intersepta,24.67518667,-83.068585,68,20.7,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-6-006,Stephanocoenia intersepta,24.67518667,-83.068585,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-001,Stephanocoenia intersepta,24.65691333,-83.10079667,64,19.5,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-002,Stephanocoenia intersepta,24.65691333,-83.10079667,62,18.9,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-003,Stephanocoenia intersepta,24.65691333,-83.10079667,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-004,Stephanocoenia intersepta,24.65691333,-83.10079667,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-005,Stephanocoenia intersepta,24.65691333,-83.10079667,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-006,Stephanocoenia intersepta,24.65691333,-83.10079667,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-007,Stephanocoenia intersepta,24.65691333,-83.10079667,67,20.4,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-008,Stephanocoenia intersepta,24.65691333,-83.10079667,66,20.1,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-009,Stephanocoenia intersepta,24.65691333,-83.10079667,64,19.5,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-010,Stephanocoenia intersepta,24.65691333,-83.10079667,65,19.8,Shallow,Scuba,2
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-011,Stephanocoenia intersepta,24.65691333,-83.10079667,55,16.8,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-012,Stephanocoenia intersepta,24.65691333,-83.10079667,65,19.8,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-013,Stephanocoenia intersepta,24.65691333,-83.10079667,65,19.8,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-014,Stephanocoenia intersepta,24.65691333,-83.10079667,59,18,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-015,Stephanocoenia intersepta,24.65691333,-83.10079667,58,17.7,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-016,Stephanocoenia intersepta,24.65691333,-83.10079667,65,19.8,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-017,Stephanocoenia intersepta,24.65691333,-83.10079667,66,20.1,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-018,Stephanocoenia intersepta,24.65691333,-83.10079667,67,20.4,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-019,Stephanocoenia intersepta,24.65691333,-83.10079667,61,18.6,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-020,Stephanocoenia intersepta,24.65691333,-83.10079667,60,18.3,Shallow,Scuba,3
TER-North,Sherwood Forrest,Site 37,8/23/19,23-VIII-19-7-021,Stephanocoenia intersepta,24.65691333,-83.10079667,57,17.4,Shallow,Scuba,3
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-008,Stephanocoenia intersepta,24.49396,-83.09607833,112,34.1,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-011,Stephanocoenia intersepta,24.49396,-83.09607833,111,33.8,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-038,Stephanocoenia intersepta,24.49396,-83.09607833,108,32.9,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-040,Stephanocoenia intersepta,24.49396,-83.09607833,105,32,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 18,8/24/19,24-VIII-19-1-042,Stephanocoenia intersepta,24.49396,-83.09607833,103,31.4,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 19,8/24/19,24-VIII-19-3-018,Stephanocoenia intersepta,24.48925667,-83.122695,123,37.5,Mesophotic,Tech Dive,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-001,Stephanocoenia intersepta,24.51135833,-83.09516,91,27.7,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-002,Stephanocoenia intersepta,24.51135833,-83.09516,92,28,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-003,Stephanocoenia intersepta,24.51135833,-83.09516,91,27.7,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-004,Stephanocoenia intersepta,24.51135833,-83.09516,90,27.4,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-005,Stephanocoenia intersepta,24.51135833,-83.09516,91,27.7,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-006,Stephanocoenia intersepta,24.51135833,-83.09516,90,27.4,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-007,Stephanocoenia intersepta,24.51135833,-83.09516,90,27.4,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-008,Stephanocoenia intersepta,24.51135833,-83.09516,90,27.4,Shallow,Scuba,3
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-009,Stephanocoenia intersepta,24.51135833,-83.09516,89,27.1,Shallow,Scuba,4
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-016,Stephanocoenia intersepta,24.51135833,-83.09516,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 39,8/24/19,24-VIII-19-4-017,Stephanocoenia intersepta,24.51135833,-83.09516,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-001,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-002,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-003,Stephanocoenia intersepta,24.49239333,-83.12151333,84,25.6,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-004,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-005,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-006,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-007,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-008,Stephanocoenia intersepta,24.49239333,-83.12151333,84,25.6,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-009,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-010,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-011,Stephanocoenia intersepta,24.49239333,-83.12151333,87,26.5,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-012,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-013,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-014,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-015,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-016,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-017,Stephanocoenia intersepta,24.49239333,-83.12151333,83,25.3,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-018,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-019,Stephanocoenia intersepta,24.49239333,-83.12151333,85,25.9,Shallow,Scuba,4
TER-South,Riley's Hump,Site 40,8/25/19,25-VIII-19-2-020,Stephanocoenia intersepta,24.49239333,-83.12151333,86,26.2,Shallow,Scuba,4
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-001,Stephanocoenia intersepta,24.487965,-83.1139,117,35.7,Mesophotic,Tech Dive,4
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-004,Stephanocoenia intersepta,24.487965,-83.1139,113,34.4,Mesophotic,Tech Dive,4
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-005,Stephanocoenia intersepta,24.487965,-83.1139,107,32.6,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-008,Stephanocoenia intersepta,24.487965,-83.1139,101,30.8,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-013,Stephanocoenia intersepta,24.487965,-83.1139,108,32.9,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-014,Stephanocoenia intersepta,24.487965,-83.1139,110,33.5,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-016,Stephanocoenia intersepta,24.487965,-83.1139,107,32.6,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-018,Stephanocoenia intersepta,24.487965,-83.1139,105,32,Mesophotic,Tech Dive,5
TER-South,Riley's Hump,Site 41,8/25/19,25-VIII-19-5-020,Stephanocoenia intersepta,24.487965,-83.1139,102,31.1,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-003,Stephanocoenia intersepta,24.49395667,-81.58831167,115,35.1,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-004,Stephanocoenia intersepta,24.49395667,-81.58831167,114,34.7,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-006,Stephanocoenia intersepta,24.49395667,-81.58831167,112,34.1,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-007,Stephanocoenia intersepta,24.49395667,-81.58831167,110,33.5,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-011,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-013,Stephanocoenia intersepta,24.49395667,-81.58831167,106,32.3,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-016,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-017,Stephanocoenia intersepta,24.49395667,-81.58831167,108,32.9,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-019,Stephanocoenia intersepta,24.49395667,-81.58831167,108,32.9,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-020,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-022,Stephanocoenia intersepta,24.49395667,-81.58831167,107,32.6,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-023,Stephanocoenia intersepta,24.49395667,-81.58831167,109,33.2,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-024,Stephanocoenia intersepta,24.49395667,-81.58831167,109,33.2,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-025,Stephanocoenia intersepta,24.49395667,-81.58831167,110,33.5,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-029,Stephanocoenia intersepta,24.49395667,-81.58831167,110,33.5,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-031,Stephanocoenia intersepta,24.49395667,-81.58831167,109,33.2,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-033,Stephanocoenia intersepta,24.49395667,-81.58831167,106,32.3,Mesophotic,Tech Dive,5
Lower Keys,Big Coppitt,Site 45,8/26/19,26-VIII-19-1-034,Stephanocoenia intersepta,24.49395667,-81.58831167,105,32,Mesophotic,Tech Dive,5
